CountryCode,Coordinates,Name,Comments,OffsetUTC,OffsetUTCDST,Notes,CountryCodeISO,CountryCodeISOWiki,Link,OffsetUTCMinutes,OffsetUTCDSTMinutes
AU,-3157+14127,Australia/Broken_Hill,New South Wales - Yancowinna,+09:30,+10:30,,ISO 3166-1:AU,/wiki/ISO_3166-1:AU,,570,630
,,Australia/Canberra,,+10:00,+11:00,Link to Australia/Sydney,,,Australia/Sydney,600,660
AU,-3956+14352,Australia/Currie,Tasmania - King Island,+10:00,+11:00,,ISO 3166-1:AU,/wiki/ISO_3166-1:AU,,600,660
AU,-1228+13050,Australia/Darwin,Northern Territory,+09:30,+09:30,,ISO 3166-1:AU,/wiki/ISO_3166-1:AU,,570,570
AU,-3143+12852,Australia/Eucla,Western Australia - Eucla area,+08:45,+08:45,,ISO 3166-1:AU,/wiki/ISO_3166-1:AU,,525,525
AU,-4253+14719,Australia/Hobart,Tasmania - most locations,+10:00,+11:00,,ISO 3166-1:AU,/wiki/ISO_3166-1:AU,,600,660
,,Australia/LHI,,+10:30,+11:00,Link to Australia/Lord_Howe,,,Australia/Lord_Howe,630,660
AU,-2016+14900,Australia/Lindeman,Queensland - Holiday Islands,+10:00,+10:00,,ISO 3166-1:AU,/wiki/ISO_3166-1:AU,,600,600
AU,-3133+15905,Australia/Lord_Howe,Lord Howe Island,+10:30,+11:00,,ISO 3166-1:AU,/wiki/ISO_3166-1:AU,,630,660
AU,-3749+14458,Australia/Melbourne,Victoria,+10:00,+11:00,,ISO 3166-1:AU,/wiki/ISO_3166-1:AU,,600,660
,,Australia/North,,+09:30,+09:30,Link to Australia/Darwin,,,Australia/Darwin,570,570
,,Australia/NSW,,+10:00,+11:00,Link to Australia/Sydney,,,Australia/Sydney,600,660
AU,-3157+11551,Australia/Perth,Western Australia - most locations,+08:00,+08:00,,ISO 3166-1:AU,/wiki/ISO_3166-1:AU,,480,480
,,Australia/Queensland,,+10:00,+10:00,Link to Australia/Brisbane,,,Australia/Brisbane,600,600
,,Australia/South,,+09:30,+10:30,Link to Australia/Adelaide,,,Australia/Adelaide,570,630
AU,-3352+15113,Australia/Sydney,New South Wales - most locations,+10:00,+11:00,,ISO 3166-1:AU,/wiki/ISO_3166-1:AU,,600,660
,,Australia/Tasmania,,+10:00,+11:00,Link to Australia/Hobart,,,Australia/Hobart,600,660
,,Australia/Victoria,,+10:00,+11:00,Link to Australia/Melbourne,,,Australia/Melbourne,600,660
,,Australia/West,,+08:00,+08:00,Link to Australia/Perth,,,Australia/Perth,480,480
,,Australia/Yancowinna,,+09:30,+10:30,Link to Australia/Broken_Hill,,,Australia/Broken_Hill,570,630
,,Brazil/Acre,,-04:00,-04:00,Link to America/Rio_Branco,,,America/Rio_Branco,-240,-240
,,Brazil/DeNoronha,,-02:00,-02:00,Link to America/Noronha,,,America/Noronha,-120,-120
,,Brazil/East,,-03:00,-02:00,Link to America/Sao_Paulo,,,America/Sao_Paulo,-180,-120
,,Brazil/West,,-04:00,-04:00,Link to America/Manaus,,,America/Manaus,-240,-240
,,Canada/Atlantic,,-04:00,-03:00,Link to America/Halifax,,,America/Halifax,-240,-180
,,Canada/Central,,-06:00,-05:00,Link to America/Winnipeg,,,America/Winnipeg,-360,-300
,,Canada/Eastern,,-05:00,-04:00,Link to America/Toronto,,,America/Toronto,-300,-240
,,Canada/East-Saskatchewan,,-06:00,-06:00,Link to America/Regina,,,America/Regina,-360,-360
,,Canada/Mountain,,-07:00,-06:00,Link to America/Edmonton,,,America/Edmonton,-420,-360
,,Canada/Newfoundland,,-03:30,-02:30,Link to America/St_Johns,,,America/St_Johns,-210,-150
,,Canada/Pacific,,-08:00,-07:00,Link to America/Vancouver,,,America/Vancouver,-480,-420
,,Canada/Saskatchewan,,-06:00,-06:00,Link to America/Regina,,,America/Regina,-360,-360
,,Canada/Yukon,,-08:00,-07:00,Link to America/Whitehorse,,,America/Whitehorse,-480,-420
,,CET,,+01:00,+02:00,,,,,60,120
,,Chile/Continental,,-04:00,-03:00,Link to America/Santiago,,,America/Santiago,-240,-180
,,Chile/EasterIsland,,-06:00,-05:00,Link to Pacific/Easter,,,Pacific/Easter,-360,-300
,,CST6CDT,,-06:00,-05:00,,,,,-360,-300
,,Cuba,,-05:00,-04:00,Link to America/Havana,,,America/Havana,-300,-240
,,EET,,+02:00,+03:00,,,,,120,180
,,Egypt,,+02:00,+02:00,Link to Africa/Cairo,,,Africa/Cairo,120,120
,,Eire,,+00:00,+01:00,Link to Europe/Dublin,,,Europe/Dublin,0,60
,,EST,,-05:00,-05:00,,,,,-300,-300
,,EST5EDT,,-05:00,-04:00,,,,,-300,-240
,,Etc./GMT,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,Etc./GMT+0,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,Etc./UCT,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,Etc./Universal,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,Etc./UTC,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,Etc./Zulu,,+00:00,+00:00,Link to UTC,,,UTC,0,0
NL,+5222+00454,Europe/Amsterdam,,+01:00,+02:00,,ISO 3166-1:NL,/wiki/ISO_3166-1:NL,,60,120
AD,+4230+00131,Europe/Andorra,,+01:00,+02:00,,ISO 3166-1:AD,/wiki/ISO_3166-1:AD,,60,120
GR,+3758+02343,Europe/Athens,,+02:00,+03:00,,ISO 3166-1:GR,/wiki/ISO_3166-1:GR,,120,180
,,Europe/Belfast,,+00:00,+01:00,Link to Europe/London,,,Europe/London,0,60
RS,+4450+02030,Europe/Belgrade,,+01:00,+02:00,,ISO 3166-1:RS,/wiki/ISO_3166-1:RS,,60,120
DE,+5230+01322,Europe/Berlin,,+01:00,+02:00,"In 1945, the Trizone did not follow Berlin's switch to DST, see Time in Germany",ISO 3166-1:DE,/wiki/ISO_3166-1:DE,,60,120
SK,+4809+01707,Europe/Bratislava,,+01:00,+02:00,Link to Europe/Prague,ISO 3166-1:SK,/wiki/ISO_3166-1:SK,Europe/Prague,60,120
BE,+5050+00420,Europe/Brussels,,+01:00,+02:00,,ISO 3166-1:BE,/wiki/ISO_3166-1:BE,,60,120
RO,+4426+02606,Europe/Bucharest,,+02:00,+03:00,,ISO 3166-1:RO,/wiki/ISO_3166-1:RO,,120,180
HU,+4730+01905,Europe/Budapest,,+01:00,+02:00,,ISO 3166-1:HU,/wiki/ISO_3166-1:HU,,60,120
MD,+4700+02850,Europe/Chisinau,,+02:00,+03:00,,ISO 3166-1:MD,/wiki/ISO_3166-1:MD,,120,180
DK,+5540+01235,Europe/Copenhagen,,+01:00,+02:00,,ISO 3166-1:DK,/wiki/ISO_3166-1:DK,,60,120
IE,+5320-00615,Europe/Dublin,,+00:00,+01:00,,ISO 3166-1:IE,/wiki/ISO_3166-1:IE,,0,60
GI,+3608-00521,Europe/Gibraltar,,+01:00,+02:00,,ISO 3166-1:GI,/wiki/ISO_3166-1:GI,,60,120
GG,+4927-00232,Europe/Guernsey,,+00:00,+01:00,Link to Europe/London,ISO 3166-1:GG,/wiki/ISO_3166-1:GG,Europe/London,0,60
FI,+6010+02458,Europe/Helsinki,,+02:00,+03:00,,ISO 3166-1:FI,/wiki/ISO_3166-1:FI,,120,180
IM,+5409-00428,Europe/Isle_of_Man,,+00:00,+01:00,Link to Europe/London,ISO 3166-1:IM,/wiki/ISO_3166-1:IM,Europe/London,0,60
TR,+4101+02858,Europe/Istanbul,,+02:00,+03:00,,ISO 3166-1:TR,/wiki/ISO_3166-1:TR,,120,180
JE,+4912-00207,Europe/Jersey,,+00:00,+01:00,Link to Europe/London,ISO 3166-1:JE,/wiki/ISO_3166-1:JE,Europe/London,0,60
RU,+5443+02030,Europe/Kaliningrad,Moscow-01 - Kaliningrad,+03:00,+03:00,,ISO 3166-1:RU,/wiki/ISO_3166-1:RU,,180,180
UA,+5026+03031,Europe/Kyiv,most locations,+02:00,+03:00,,ISO 3166-1:UA,/wiki/ISO_3166-1:UA,,120,180
PT,+3843-00908,Europe/Lisbon,mainland,+00:00,+01:00,,ISO 3166-1:PT,/wiki/ISO_3166-1:PT,,0,60
SI,+4603+01431,Europe/Ljubljana,,+01:00,+02:00,Link to Europe/Belgrade,ISO 3166-1:SI,/wiki/ISO_3166-1:SI,Europe/Belgrade,60,120
GB,+513030-0000731,Europe/London,,+00:00,+01:00,,ISO 3166-1:GB,/wiki/ISO_3166-1:GB,,0,60
LU,+4936+00609,Europe/Luxembourg,,+01:00,+02:00,,ISO 3166-1:LU,/wiki/ISO_3166-1:LU,,60,120
ES,+4024-00341,Europe/Madrid,mainland,+01:00,+02:00,,ISO 3166-1:ES,/wiki/ISO_3166-1:ES,,60,120
MT,+3554+01431,Europe/Malta,,+01:00,+02:00,,ISO 3166-1:MT,/wiki/ISO_3166-1:MT,,60,120
AX,+6006+01957,Europe/Mariehamn,,+02:00,+03:00,Link to Europe/Helsinki,ISO 3166-1:AX,/wiki/ISO_3166-1:AX,Europe/Helsinki,120,180
BY,+5354+02734,Europe/Minsk,,+03:00,+03:00,,ISO 3166-1:BY,/wiki/ISO_3166-1:BY,,180,180
MC,+4342+00723,Europe/Monaco,,+01:00,+02:00,,ISO 3166-1:MC,/wiki/ISO_3166-1:MC,,60,120
RU,+5545+03735,Europe/Moscow,Moscow+00 - west Russia,+04:00,+04:00,,ISO 3166-1:RU,/wiki/ISO_3166-1:RU,,240,240
,,Europe/Nicosia,,+02:00,+03:00,Link to Asia/Nicosia,,,Asia/Nicosia,120,180
NO,+5955+01045,Europe/Oslo,,+01:00,+02:00,,ISO 3166-1:NO,/wiki/ISO_3166-1:NO,,60,120
FR,+4852+00220,Europe/Paris,,+01:00,+02:00,,ISO 3166-1:FR,/wiki/ISO_3166-1:FR,,60,120
ME,+4226+01916,Europe/Podgorica,,+01:00,+02:00,Link to Europe/Belgrade,ISO 3166-1:ME,/wiki/ISO_3166-1:ME,Europe/Belgrade,60,120
CZ,+5005+01426,Europe/Prague,,+01:00,+02:00,,ISO 3166-1:CZ,/wiki/ISO_3166-1:CZ,,60,120
LV,+5657+02406,Europe/Riga,,+02:00,+03:00,,ISO 3166-1:LV,/wiki/ISO_3166-1:LV,,120,180
IT,+4154+01229,Europe/Rome,,+01:00,+02:00,,ISO 3166-1:IT,/wiki/ISO_3166-1:IT,,60,120
RU,+5312+05009,Europe/Samara,"Moscow+00 - Samara, Udmurtia",+04:00,+04:00,,ISO 3166-1:RU,/wiki/ISO_3166-1:RU,,240,240
SM,+4355+01228,Europe/San_Marino,,+01:00,+02:00,Link to Europe/Rome,ISO 3166-1:SM,/wiki/ISO_3166-1:SM,Europe/Rome,60,120
BA,+4352+01825,Europe/Sarajevo,,+01:00,+02:00,Link to Europe/Belgrade,ISO 3166-1:BA,/wiki/ISO_3166-1:BA,Europe/Belgrade,60,120
UA,+4457+03406,Europe/Simferopol,central Crimea,+02:00,+03:00,,ISO 3166-1:UA,/wiki/ISO_3166-1:UA,,120,180
MK,+4159+02126,Europe/Skopje,,+01:00,+02:00,Link to Europe/Belgrade,ISO 3166-1:MK,/wiki/ISO_3166-1:MK,Europe/Belgrade,60,120
BG,+4241+02319,Europe/Sofia,,+02:00,+03:00,,ISO 3166-1:BG,/wiki/ISO_3166-1:BG,,120,180
SE,+5920+01803,Europe/Stockholm,,+01:00,+02:00,,ISO 3166-1:SE,/wiki/ISO_3166-1:SE,,60,120
EE,+5925+02445,Europe/Tallinn,,+02:00,+03:00,,ISO 3166-1:EE,/wiki/ISO_3166-1:EE,,120,180
AL,+4120+01950,Europe/Tirane,,+01:00,+02:00,,ISO 3166-1:AL,/wiki/ISO_3166-1:AL,,60,120
,,Europe/Tiraspol,,+02:00,+03:00,Link to Europe/Chisinau,,,Europe/Chisinau,120,180
UA,+4837+02218,Europe/Uzhgorod,Ruthenia,+02:00,+03:00,,ISO 3166-1:UA,/wiki/ISO_3166-1:UA,,120,180
LI,+4709+00931,Europe/Vaduz,,+01:00,+02:00,,ISO 3166-1:LI,/wiki/ISO_3166-1:LI,,60,120
VA,+415408+0122711,Europe/Vatican,,+01:00,+02:00,Link to Europe/Rome,ISO 3166-1:VA,/wiki/ISO_3166-1:VA,Europe/Rome,60,120
AT,+4813+01620,Europe/Vienna,,+01:00,+02:00,,ISO 3166-1:AT,/wiki/ISO_3166-1:AT,,60,120
LT,+5441+02519,Europe/Vilnius,,+02:00,+03:00,,ISO 3166-1:LT,/wiki/ISO_3166-1:LT,,120,180
RU,+4844+04425,Europe/Volgograd,Moscow+00 - Caspian Sea,+04:00,+04:00,,ISO 3166-1:RU,/wiki/ISO_3166-1:RU,,240,240
PL,+5215+02100,Europe/Warsaw,,+01:00,+02:00,,ISO 3166-1:PL,/wiki/ISO_3166-1:PL,,60,120
HR,+4548+01558,Europe/Zagreb,,+01:00,+02:00,Link to Europe/Belgrade,ISO 3166-1:HR,/wiki/ISO_3166-1:HR,Europe/Belgrade,60,120
UA,+4750+03510,Europe/Zaporozhye,"Zaporozh'ye, E Lugansk / Zaporizhia, E Luhansk",+02:00,+03:00,,ISO 3166-1:UA,/wiki/ISO_3166-1:UA,,120,180
CH,+4723+00832,Europe/Zurich,,+01:00,+02:00,,ISO 3166-1:CH,/wiki/ISO_3166-1:CH,,60,120
,,GB,,+00:00,+01:00,Link to Europe/London,,,Europe/London,0,60
,,GB-Eire,,+00:00,+01:00,Link to Europe/London,,,Europe/London,0,60
,,GMT,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,GMT+0,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,GMT0,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,GMT-0,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,Greenwich,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,Hong Kong,,+08:00,+08:00,Link to Asia/Hong_Kong,,,Asia/Hong_Kong,480,480
,,HST,,-10:00,-10:00,,,,,-600,-600
,,Iceland,,+00:00,+00:00,Link to Atlantic/Reykjavik,,,Atlantic/Reykjavik,0,0
MG,-1855+04731,Indian/Antananarivo,,+03:00,+03:00,,ISO 3166-1:MG,/wiki/ISO_3166-1:MG,,180,180
IO,-0720+07225,Indian/Chagos,,+06:00,+06:00,,ISO 3166-1:IO,/wiki/ISO_3166-1:IO,,360,360
CX,-1025+10543,Indian/Christmas,,+07:00,+07:00,,ISO 3166-1:CX,/wiki/ISO_3166-1:CX,,420,420
CC,-1210+09655,Indian/Cocos,,+06:30,+06:30,,ISO 3166-1:CC,/wiki/ISO_3166-1:CC,,390,390
KM,-1141+04316,Indian/Comoro,,+03:00,+03:00,,ISO 3166-1:KM,/wiki/ISO_3166-1:KM,,180,180
TF,-492110+0701303,Indian/Kerguelen,,+05:00,+05:00,,ISO 3166-1:TF,/wiki/ISO_3166-1:TF,,300,300
SC,-0440+05528,Indian/Mahe,,+04:00,+04:00,,ISO 3166-1:SC,/wiki/ISO_3166-1:SC,,240,240
MV,+0410+07330,Indian/Maldives,,+05:00,+05:00,,ISO 3166-1:MV,/wiki/ISO_3166-1:MV,,300,300
MU,-2010+05730,Indian/Mauritius,,+04:00,+04:00,,ISO 3166-1:MU,/wiki/ISO_3166-1:MU,,240,240
YT,-1247+04514,Indian/Mayotte,,+03:00,+03:00,,ISO 3166-1:YT,/wiki/ISO_3166-1:YT,,180,180
RE,-2052+05528,Indian/Reunion,,+04:00,+04:00,,ISO 3166-1:RE,/wiki/ISO_3166-1:RE,,240,240
,,Iran,,+03:30,+04:30,Link to Asia/Tehran,,,Asia/Tehran,210,270
,,Israel,,+02:00,+03:00,Link to Asia/Jerusalem,,,Asia/Jerusalem,120,180
,,Jamaica,,-05:00,-05:00,Link to America/Jamaica,,,America/Jamaica,-300,-300
,,Japan,,+09:00,+09:00,Link to Asia/Tokyo,,,Asia/Tokyo,540,540
,,JST-9,,+09:00,+09:00,Link to Asia/Tokyo,,,Asia/Tokyo,540,540
,,Kwajalein,,+12:00,+12:00,Link to Pacific/Kwajalein,,,Pacific/Kwajalein,720,720
,,Libya,,+02:00,+02:00,Link to Africa/Tripoli,,,Africa/Tripoli,120,120
,,MET,,+01:00,+02:00,,,,,60,120
,,Mexico/BajaNorte,,-08:00,-07:00,Link to America/Tijuana,,,America/Tijuana,-480,-420
,,Mexico/BajaSur,,-07:00,-06:00,Link to America/Mazatlan,,,America/Mazatlan,-420,-360
,,Mexico/General,,-06:00,-05:00,Link to America/Mexico_City,,,America/Mexico_City,-360,-300
,,MST,,-07:00,-07:00,,,,,-420,-420
,,MST7MDT,,-07:00,-06:00,,,,,-420,-360
,,Navajo,,-07:00,-06:00,Link to America/Denver,,,America/Denver,-420,-360
,,NZ,,+12:00,+13:00,Link to Pacific/Auckland,,,Pacific/Auckland,720,780
,,NZ-CHAT,,+12:45,+13:45,Link to Pacific/Chatham,,,Pacific/Chatham,765,825
WS,-1350-17144,Pacific/Apia,,+13:00,+14:00,,ISO 3166-1:WS,/wiki/ISO_3166-1:WS,,780,840
NZ,-3652+17446,Pacific/Auckland,most locations,+12:00,+13:00,,ISO 3166-1:NZ,/wiki/ISO_3166-1:NZ,,720,780
NZ,-4357-17633,Pacific/Chatham,Chatham Islands,+12:45,+13:45,,ISO 3166-1:NZ,/wiki/ISO_3166-1:NZ,,765,825
FM,+0725+15147,Pacific/Chuuk,Chuuk (Truk) and Yap,+10:00,+10:00,,ISO 3166-1:FM,/wiki/ISO_3166-1:FM,,600,600
CL,-2709-10926,Pacific/Easter,Easter Island & Sala y Gomez,-06:00,-05:00,,ISO 3166-1:CL,/wiki/ISO_3166-1:CL,,-360,-300
VU,-1740+16825,Pacific/Efate,,+11:00,+11:00,,ISO 3166-1:VU,/wiki/ISO_3166-1:VU,,660,660
KI,-0308-17105,Pacific/Enderbury,Phoenix Islands,+13:00,+13:00,,ISO 3166-1:KI,/wiki/ISO_3166-1:KI,,780,780
TK,-0922-17114,Pacific/Fakaofo,,+13:00,+13:00,,ISO 3166-1:TK,/wiki/ISO_3166-1:TK,,780,780
FJ,-1808+17825,Pacific/Fiji,,+12:00,+13:00,,ISO 3166-1:FJ,/wiki/ISO_3166-1:FJ,,720,780
TV,-0831+17913,Pacific/Funafuti,,+12:00,+12:00,,ISO 3166-1:TV,/wiki/ISO_3166-1:TV,,720,720
EC,-0054-08936,Pacific/Galapagos,Galapagos Islands,-06:00,-06:00,,ISO 3166-1:EC,/wiki/ISO_3166-1:EC,,-360,-360
PF,-2308-13457,Pacific/Gambier,Gambier Islands,-09:00,-09:00,,ISO 3166-1:PF,/wiki/ISO_3166-1:PF,,-540,-540
SB,-0932+16012,Pacific/Guadalcanal,,+11:00,+11:00,,ISO 3166-1:SB,/wiki/ISO_3166-1:SB,,660,660
GU,+1328+14445,Pacific/Guam,,+10:00,+10:00,,ISO 3166-1:GU,/wiki/ISO_3166-1:GU,,600,600
US,+211825-1575130,Pacific/Honolulu,Hawaii,-10:00,-10:00,,ISO 3166-1:US,/wiki/ISO_3166-1:US,,-600,-600
UM,+1645-16931,Pacific/Johnston,Johnston Atoll,-10:00,-10:00,,ISO 3166-1:UM,/wiki/ISO_3166-1:UM,,-600,-600
KI,+0152-15720,Pacific/Kiritimati,Line Islands,+14:00,+14:00,,ISO 3166-1:KI,/wiki/ISO_3166-1:KI,,840,840
FM,+0519+16259,Pacific/Kosrae,Kosrae,+11:00,+11:00,,ISO 3166-1:FM,/wiki/ISO_3166-1:FM,,660,660
MH,+0905+16720,Pacific/Kwajalein,Kwajalein,+12:00,+12:00,,ISO 3166-1:MH,/wiki/ISO_3166-1:MH,,720,720
MH,+0709+17112,Pacific/Majuro,most locations,+12:00,+12:00,,ISO 3166-1:MH,/wiki/ISO_3166-1:MH,,720,720
PF,-0900-13930,Pacific/Marquesas,Marquesas Islands,-09:30,-09:30,,ISO 3166-1:PF,/wiki/ISO_3166-1:PF,,-570,-570
UM,+2813-17722,Pacific/Midway,Midway Islands,-11:00,-11:00,,ISO 3166-1:UM,/wiki/ISO_3166-1:UM,,-660,-660
NR,-0031+16655,Pacific/Nauru,,+12:00,+12:00,,ISO 3166-1:NR,/wiki/ISO_3166-1:NR,,720,720
NU,-1901-16955,Pacific/Niue,,-11:00,-11:00,,ISO 3166-1:NU,/wiki/ISO_3166-1:NU,,-660,-660
NF,-2903+16758,Pacific/Norfolk,,+11:30,+11:30,,ISO 3166-1:NF,/wiki/ISO_3166-1:NF,,690,690
NC,-2216+16627,Pacific/Noumea,,+11:00,+11:00,,ISO 3166-1:NC,/wiki/ISO_3166-1:NC,,660,660
AS,-1416-17042,Pacific/Pago_Pago,,-11:00,-11:00,,ISO 3166-1:AS,/wiki/ISO_3166-1:AS,,-660,-660
PW,+0720+13429,Pacific/Palau,,+09:00,+09:00,,ISO 3166-1:PW,/wiki/ISO_3166-1:PW,,540,540
PN,-2504-13005,Pacific/Pitcairn,,-08:00,-08:00,,ISO 3166-1:PN,/wiki/ISO_3166-1:PN,,-480,-480
FM,+0658+15813,Pacific/Pohnpei,Pohnpei (Ponape),+11:00,+11:00,,ISO 3166-1:FM,/wiki/ISO_3166-1:FM,,660,660
,,Pacific/Ponape,,+11:00,+11:00,Link to Pacific/Pohnpei,,,Pacific/Pohnpei,660,660
PG,-0930+14710,Pacific/Port_Moresby,,+10:00,+10:00,,ISO 3166-1:PG,/wiki/ISO_3166-1:PG,,600,600
CK,-2114-15946,Pacific/Rarotonga,,-10:00,-10:00,,ISO 3166-1:CK,/wiki/ISO_3166-1:CK,,-600,-600
MP,+1512+14545,Pacific/Saipan,,+10:00,+10:00,,ISO 3166-1:MP,/wiki/ISO_3166-1:MP,,600,600
,,Pacific/Samoa,,-11:00,-11:00,Link to Pacific/Pago_Pago,,,Pacific/Pago_Pago,-660,-660
PF,-1732-14934,Pacific/Tahiti,Society Islands,-10:00,-10:00,,ISO 3166-1:PF,/wiki/ISO_3166-1:PF,,-600,-600
KI,+0125+17300,Pacific/Tarawa,Gilbert Islands,+12:00,+12:00,,ISO 3166-1:KI,/wiki/ISO_3166-1:KI,,720,720
TO,-2110-17510,Pacific/Tongatapu,,+13:00,+13:00,,ISO 3166-1:TO,/wiki/ISO_3166-1:TO,,780,780
,,Pacific/Truk,,+10:00,+10:00,Link to Pacific/Chuuk,,,Pacific/Chuuk,600,600
UM,+1917+16637,Pacific/Wake,Wake Island,+12:00,+12:00,,ISO 3166-1:UM,/wiki/ISO_3166-1:UM,,720,720
WF,-1318-17610,Pacific/Wallis,,+12:00,+12:00,,ISO 3166-1:WF,/wiki/ISO_3166-1:WF,,720,720
,,Pacific/Yap,,+10:00,+10:00,Link to Pacific/Chuuk,,,Pacific/Chuuk,600,600
,,Poland,,+01:00,+02:00,Link to Europe/Warsaw,,,Europe/Warsaw,60,120
,,Portugal,,+00:00,+01:00,Link to Europe/Lisbon,,,Europe/Lisbon,0,60
,,PRC,,+08:00,+08:00,Link to Asia/Shanghai,,,Asia/Shanghai,480,480
,,PST8PDT,,-08:00,-07:00,,,,,-480,-420
,,ROC,,+08:00,+08:00,Link to Asia/Taipei,,,Asia/Taipei,480,480
,,ROK,,+09:00,+09:00,Link to Asia/Seoul,,,Asia/Seoul,540,540
,,Singapore,,+08:00,+08:00,Link to Asia/Singapore,,,Asia/Singapore,480,480
,,Turkey,,+02:00,+03:00,Link to Europe/Istanbul,,,Europe/Istanbul,120,180
,,UCT,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,Universal,,+00:00,+00:00,Link to UTC,,,UTC,0,0
,,US/Alaska,,-09:00,-08:00,Link to America/Anchorage,,,America/Anchorage,-540,-480
,,US/Aleutian,,-10:00,-09:00,Link to America/Adak,,,America/Adak,-600,-540
,,US/Arizona,,-07:00,-07:00,Link to America/Phoenix,,,America/Phoenix,-420,-420
,,US/Central,,-06:00,-05:00,Link to America/Chicago,,,America/Chicago,-360,-300
,,US/Eastern,,-05:00,-04:00,Link to America/New_York,,,America/New_York,-300,-240
,,US/East-Indiana,,-05:00,-04:00,Link to America/Indiana/Indianapolis,,,America/Indiana/Indianapolis,-300,-240
,,US/Hawaii,,-10:00,-10:00,Link to Pacific/Honolulu,,,Pacific/Honolulu,-600,-600
,,US/Indiana-Starke,,-06:00,-05:00,Link to America/Indiana/Knox,,,America/Indiana/Knox,-360,-300
,,US/Michigan,,-05:00,-04:00,Link to America/Detroit,,,America/Detroit,-300,-240
,,US/Mountain,,-07:00,-06:00,Link to America/Denver,,,America/Denver,-420,-360
,,US/Pacific,,-08:00,-07:00,Link to America/Los_Angeles,,,America/Los_Angeles,-480,-420
,,US/Pacific-New,,-08:00,-07:00,Link to America/Los_Angeles,,,America/Los_Angeles,-480,-420
,,US/Samoa,,-11:00,-11:00,Link to Pacific/Pago_Pago,,,Pacific/Pago_Pago,-660,-660
,,UTC,,+00:00,+00:00,,,,,0,0
,,WET,,+00:00,+01:00,,,,,0,60
,,W-SU,,+04:00,+04:00,Link to Europe/Moscow,,,Europe/Moscow,240,240
,,Zulu,,+00:00,+00:00,Link to UTC,,,UTC,0,0